scenario,level,system,expression_group_layer,expression_group,expression_subgroup,row_count,sum_count,scenario_heavy_row_count,scenario_heavy_sum_count,share_of_system_scenario_grouped_rows,share_of_system_scenario_grouped_sum,share_of_scenario_level_grouped_rows,share_of_scenario_level_grouped_sum
S3,quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,2,4,0,0,0.048780,0.040000,0.010695,0.009804
S3,quadgrams,HYBRID_3_5,cross_cutting,surfacing,friction_exposed,1,2,0,0,0.024390,0.020000,0.005348,0.004902
S3,quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,1,3,0,0,0.024390,0.030000,0.005348,0.007353
S3,quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,4,8,0,0,0.097561,0.080000,0.021390,0.019608
S3,quadgrams,HYBRID_3_5,cross_cutting,warning,main,4,11,0,0,0.097561,0.110000,0.021390,0.026961
S3,quadgrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,single_word_markers,2,4,0,0,0.046512,0.043011,0.010695,0.009804
S3,quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,main,2,4,0,0,0.046512,0.043011,0.010695,0.009804
S3,quadgrams,HYBRID_SEMANTIC,cross_cutting,hedging,single_word_markers,1,2,0,0,0.023256,0.021505,0.005348,0.004902
S3,quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,path_toward_feasibility,10,22,0,0,0.232558,0.236559,0.053476,0.053922
S3,quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,action_and_execution,12,24,1,2,0.279070,0.258065,0.064171,0.058824
S3,quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,7,14,0,0,0.162791,0.150538,0.037433,0.034314
S3,quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,2,4,0,0,0.046512,0.043011,0.010695,0.009804
S3,quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,confrontation,3,7,0,0,0.069767,0.075269,0.016043,0.017157
S3,quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,hard_limit_refusal,2,4,0,0,0.046512,0.043011,0.010695,0.009804
S3,quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,change_and_rate,3,7,0,0,0.069767,0.075269,0.016043,0.017157
S3,quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,time_horizons,5,15,0,0,0.116279,0.161290,0.026738,0.036765
S3,quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,main,2,4,0,0,0.046512,0.043011,0.010695,0.009804
S3,trigrams,AC15,cross_cutting,autonomy_sovereignty,single_word_markers,1,2,0,0,0.021277,0.021053,0.003401,0.003026
S3,trigrams,AC15,cross_cutting,conditions,main,1,2,0,0,0.021277,0.021053,0.003401,0.003026
S3,trigrams,AC15,cross_cutting,hedging,single_word_markers,3,6,0,0,0.063830,0.063158,0.010204,0.009077
S3,trigrams,AC15,constraint_aligned,imagination_and_possibility,exploration_within_bounds,2,4,0,0,0.042553,0.042105,0.006803,0.006051
S3,trigrams,AC15,constraint_aligned,imagination_and_possibility,path_toward_feasibility,2,4,0,0,0.042553,0.042105,0.006803,0.006051
S3,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,action_and_execution,13,26,0,0,0.276596,0.273684,0.044218,0.039334
S3,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,7,14,0,0,0.148936,0.147368,0.023810,0.021180
S3,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,6,13,0,0,0.127660,0.136842,0.020408,0.019667
S3,trigrams,AC15,cross_cutting,surfacing,confrontation,1,2,0,0,0.021277,0.021053,0.003401,0.003026
S3,trigrams,AC15,cross_cutting,surfacing,hard_limit_refusal,1,2,0,0,0.021277,0.021053,0.003401,0.003026
S3,trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,2,4,0,0,0.042553,0.042105,0.006803,0.006051
S3,trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,1,2,0,0,0.021277,0.021053,0.003401,0.003026
S3,trigrams,AC15,constraint_aligned,temporal_projection,robustness_and_resilience,3,6,0,0,0.063830,0.063158,0.010204,0.009077
S3,trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,4,8,0,0,0.085106,0.084211,0.013605,0.012103
S3,trigrams,AC15,constraint_aligned,truth,fact_vs_interpretation,1,2,0,0,0.021277,0.021053,0.003401,0.003026
S3,trigrams,AC15,constraint_aligned,truth,uncertainty_marking,1,2,0,0,0.021277,0.021053,0.003401,0.003026
S3,trigrams,AC15,constraint_aligned,truth,verification,4,8,0,0,0.085106,0.084211,0.013605,0.012103
S3,trigrams,AC15P,cross_cutting,autonomy_sovereignty,multi_word_patterns,1,2,0,0,0.012821,0.011976,0.003401,0.003026
S3,trigrams,AC15P,cross_cutting,autonomy_sovereignty,single_word_markers,1,2,0,0,0.012821,0.011976,0.003401,0.003026
S3,trigrams,AC15P,cross_cutting,conditions,main,3,7,0,0,0.038462,0.041916,0.010204,0.010590
S3,trigrams,AC15P,cross_cutting,hedging,multi_word_patterns,1,2,0,0,0.012821,0.011976,0.003401,0.003026
S3,trigrams,AC15P,cross_cutting,hedging,single_word_markers,5,11,0,0,0.064103,0.065868,0.017007,0.016641
S3,trigrams,AC15P,constraint_aligned,imagination_and_possibility,path_toward_feasibility,5,10,0,0,0.064103,0.059880,0.017007,0.015129
S3,trigrams,AC15P,constraint_aligned,imagination_and_possibility,tension_as_fuel,3,6,0,0,0.038462,0.035928,0.010204,0.009077
S3,trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,16,34,0,0,0.205128,0.203593,0.054422,0.051437
S3,trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,16,34,0,0,0.205128,0.203593,0.054422,0.051437
S3,trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,7,14,0,0,0.089744,0.083832,0.023810,0.021180
S3,trigrams,AC15P,cross_cutting,smoothing,main,3,6,0,0,0.038462,0.035928,0.010204,0.009077
S3,trigrams,AC15P,cross_cutting,surfacing,confrontation,1,2,0,0,0.012821,0.011976,0.003401,0.003026
S3,trigrams,AC15P,cross_cutting,surfacing,friction_exposed,1,2,0,0,0.012821,0.011976,0.003401,0.003026
S3,trigrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,5,10,0,0,0.064103,0.059880,0.017007,0.015129
S3,trigrams,AC15P,constraint_aligned,temporal_projection,change_and_rate,7,15,0,0,0.089744,0.089820,0.023810,0.022693
S3,trigrams,AC15P,constraint_aligned,temporal_projection,robustness_and_resilience,1,2,0,0,0.012821,0.011976,0.003401,0.003026
S3,trigrams,AC15P,constraint_aligned,temporal_projection,time_horizons,7,18,0,0,0.089744,0.107784,0.023810,0.027231
S3,trigrams,AC15P,constraint_aligned,truth,verification,4,8,0,0,0.051282,0.047904,0.013605,0.012103
S3,trigrams,AC15P,cross_cutting,warning,main,4,10,0,0,0.051282,0.059880,0.013605,0.015129
S3,trigrams,CONTROL,cross_cutting,autonomy_sovereignty,single_word_markers,4,13,0,0,0.108108,0.154762,0.013605,0.019667
S3,trigrams,CONTROL,cross_cutting,conditions,main,4,8,0,0,0.108108,0.095238,0.013605,0.012103
S3,trigrams,CONTROL,constraint_aligned,imagination_and_possibility,tension_as_fuel,1,2,0,0,0.027027,0.023810,0.003401,0.003026
S3,trigrams,CONTROL,constraint_aligned,practical_considerations_and_execution,action_and_execution,8,16,1,2,0.216216,0.190476,0.027211,0.024206
S3,trigrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,7,18,0,0,0.189189,0.214286,0.023810,0.027231
S3,trigrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,2,4,0,0,0.054054,0.047619,0.006803,0.006051
S3,trigrams,CONTROL,cross_cutting,surfacing,friction_exposed,1,2,0,0,0.027027,0.023810,0.003401,0.003026
S3,trigrams,CONTROL,cross_cutting,surfacing,hard_limit_refusal,5,12,0,0,0.135135,0.142857,0.017007,0.018154
S3,trigrams,CONTROL,cross_cutting,surfacing,tension_exposure,1,2,0,0,0.027027,0.023810,0.003401,0.003026
S3,trigrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,4,8,1,2,0.108108,0.095238,0.013605,0.012103
S3,trigrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,1,2,0,0,0.027027,0.023810,0.003401,0.003026
S3,trigrams,CONTROL,constraint_aligned,truth,fact_vs_interpretation,1,2,0,0,0.027027,0.023810,0.003401,0.003026
S3,trigrams,CONTROL,constraint_aligned,truth,verification,1,2,0,0,0.027027,0.023810,0.003401,0.003026
S3,trigrams,CONTROL,cross_cutting,warning,main,6,12,0,0,0.162162,0.142857,0.020408,0.018154
S3,trigrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,8,34,0,0,0.135593,0.234483,0.027211,0.051437
S3,trigrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,2,4,0,0,0.033898,0.027586,0.006803,0.006051
S3,trigrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,path_toward_feasibility,1,2,0,0,0.016949,0.013793,0.003401,0.003026
S3,trigrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,16,34,0,0,0.271186,0.234483,0.054422,0.051437
S3,trigrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,8,17,0,0,0.135593,0.117241,0.027211,0.025719
S3,trigrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,friction_and_blockers,1,2,0,0,0.016949,0.013793,0.003401,0.003026
S3,trigrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,6,12,0,0,0.101695,0.082759,0.020408,0.018154
S3,trigrams,HYBRID_3_5,cross_cutting,surfacing,confrontation,1,2,0,0,0.016949,0.013793,0.003401,0.003026
S3,trigrams,HYBRID_3_5,cross_cutting,surfacing,friction_exposed,4,9,0,0,0.067797,0.062069,0.013605,0.013616
S3,trigrams,HYBRID_3_5,cross_cutting,surfacing,hard_limit_refusal,1,2,0,0,0.016949,0.013793,0.003401,0.003026
S3,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,2,4,0,0,0.033898,0.027586,0.006803,0.006051
S3,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,robustness_and_resilience,1,2,0,0,0.016949,0.013793,0.003401,0.003026
S3,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,6,14,0,0,0.101695,0.096552,0.020408,0.021180
S3,trigrams,HYBRID_3_5,constraint_aligned,truth,fact_vs_interpretation,1,2,0,0,0.016949,0.013793,0.003401,0.003026
S3,trigrams,HYBRID_3_5,constraint_aligned,truth,verification,6,12,0,0,0.101695,0.082759,0.020408,0.018154
S3,trigrams,HYBRID_3_5,cross_cutting,warning,main,4,11,0,0,0.067797,0.075862,0.013605,0.016641
S3,trigrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,single_word_markers,1,2,0,0,0.013699,0.011765,0.003401,0.003026
S3,trigrams,HYBRID_SEMANTIC,cross_cutting,conditions,main,2,4,0,0,0.027397,0.023529,0.006803,0.006051
S3,trigrams,HYBRID_SEMANTIC,cross_cutting,hedging,single_word_markers,1,2,0,0,0.013699,0.011765,0.003401,0.003026
S3,trigrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,path_toward_feasibility,16,43,0,0,0.219178,0.252941,0.054422,0.065053
S3,trigrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,action_and_execution,27,62,0,0,0.369863,0.364706,0.091837,0.093797
S3,trigrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,5,10,0,0,0.068493,0.058824,0.017007,0.015129
S3,trigrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,5,10,0,0,0.068493,0.058824,0.017007,0.015129
S3,trigrams,HYBRID_SEMANTIC,cross_cutting,smoothing,main,1,2,0,0,0.013699,0.011765,0.003401,0.003026
S3,trigrams,HYBRID_SEMANTIC,cross_cutting,surfacing,confrontation,2,6,0,0,0.027397,0.035294,0.006803,0.009077
S3,trigrams,HYBRID_SEMANTIC,cross_cutting,surfacing,friction_exposed,1,2,0,0,0.013699,0.011765,0.003401,0.003026
S3,trigrams,HYBRID_SEMANTIC,cross_cutting,surfacing,hard_limit_refusal,2,4,0,0,0.027397,0.023529,0.006803,0.006051
S3,trigrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,change_and_rate,6,14,0,0,0.082192,0.082353,0.020408,0.021180
S3,trigrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,past_present_future,1,2,0,0,0.013699,0.011765,0.003401,0.003026
S3,trigrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,time_horizons,4,10,0,0,0.054795,0.058824,0.013605,0.015129
S3,trigrams,HYBRID_SEMANTIC,constraint_aligned,truth,verification,1,2,0,0,0.013699,0.011765,0.003401,0.003026
S3,trigrams,HYBRID_SEMANTIC,cross_cutting,warning,main,4,9,0,0,0.054795,0.052941,0.013605,0.013616
S5,quadgrams,AC15,cross_cutting,conditions,main,1,2,0,0,0.023256,0.021505,0.005435,0.004926
S5,quadgrams,AC15,constraint_aligned,practical_considerations_and_execution,action_and_execution,11,25,0,0,0.255814,0.268817,0.059783,0.061576
S5,quadgrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,7,15,0,0,0.162791,0.161290,0.038043,0.036946
S5,quadgrams,AC15,cross_cutting,surfacing,confrontation,3,6,0,0,0.069767,0.064516,0.016304,0.014778
S5,quadgrams,AC15,cross_cutting,surfacing,hard_limit_refusal,2,4,0,0,0.046512,0.043011,0.010870,0.009852
S5,quadgrams,AC15,cross_cutting,surfacing,tension_exposure,1,2,0,0,0.023256,0.021505,0.005435,0.004926
S5,quadgrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,9,24,0,0,0.209302,0.258065,0.048913,0.059113
S5,quadgrams,AC15,constraint_aligned,temporal_projection,time_horizons,1,2,0,0,0.023256,0.021505,0.005435,0.004926
S5,quadgrams,AC15,constraint_aligned,truth,fact_vs_interpretation,1,2,0,0,0.023256,0.021505,0.005435,0.004926
S5,quadgrams,AC15,constraint_aligned,truth,verification,17,37,0,0,0.395349,0.397849,0.092391,0.091133
S5,quadgrams,AC15,cross_cutting,warning,main,1,2,0,0,0.023256,0.021505,0.005435,0.004926
S5,quadgrams,AC15P,cross_cutting,conditions,main,4,8,0,0,0.090909,0.080000,0.021739,0.019704
S5,quadgrams,AC15P,cross_cutting,hedging,single_word_markers,2,4,0,0,0.045455,0.040000,0.010870,0.009852
S5,quadgrams,AC15P,constraint_aligned,imagination_and_possibility,exploration_within_bounds,5,12,0,0,0.113636,0.120000,0.027174,0.029557
S5,quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,3,7,0,0,0.068182,0.070000,0.016304,0.017241
S5,quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,6,12,0,0,0.136364,0.120000,0.032609,0.029557
S5,quadgrams,AC15P,cross_cutting,surfacing,confrontation,1,2,0,0,0.022727,0.020000,0.005435,0.004926
S5,quadgrams,AC15P,cross_cutting,surfacing,friction_exposed,3,6,0,0,0.068182,0.060000,0.016304,0.014778
S5,quadgrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,2,4,0,0,0.045455,0.040000,0.010870,0.009852
S5,quadgrams,AC15P,constraint_aligned,temporal_projection,change_and_rate,1,2,0,0,0.022727,0.020000,0.005435,0.004926
S5,quadgrams,AC15P,constraint_aligned,temporal_projection,decay_and_currency,5,13,0,0,0.113636,0.130000,0.027174,0.032020
S5,quadgrams,AC15P,constraint_aligned,temporal_projection,robustness_and_resilience,6,16,0,0,0.136364,0.160000,0.032609,0.039409
S5,quadgrams,AC15P,constraint_aligned,temporal_projection,time_horizons,3,6,0,0,0.068182,0.060000,0.016304,0.014778
S5,quadgrams,AC15P,constraint_aligned,truth,verification,9,22,0,0,0.204545,0.220000,0.048913,0.054187
S5,quadgrams,CONTROL,cross_cutting,autonomy_sovereignty,single_word_markers,1,2,0,0,0.047619,0.038462,0.005435,0.004926
S5,quadgrams,CONTROL,cross_cutting,hedging,multi_word_patterns,1,2,0,0,0.047619,0.038462,0.005435,0.004926
S5,quadgrams,CONTROL,cross_cutting,hedging,single_word_markers,4,8,0,0,0.190476,0.153846,0.021739,0.019704
S5,quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,action_and_execution,1,2,0,0,0.047619,0.038462,0.005435,0.004926
S5,quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,5,20,0,0,0.238095,0.384615,0.027174,0.049261
S5,quadgrams,CONTROL,cross_cutting,surfacing,friction_exposed,2,4,0,0,0.095238,0.076923,0.010870,0.009852
S5,quadgrams,CONTROL,cross_cutting,surfacing,tension_exposure,1,2,0,0,0.047619,0.038462,0.005435,0.004926
S5,quadgrams,CONTROL,constraint_aligned,temporal_projection,decay_and_currency,2,4,0,0,0.095238,0.076923,0.010870,0.009852
S5,quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,1,2,0,0,0.047619,0.038462,0.005435,0.004926
S5,quadgrams,CONTROL,constraint_aligned,truth,verification,6,12,0,0,0.285714,0.230769,0.032609,0.029557
S5,quadgrams,HYBRID_3_5,cross_cutting,conditions,main,1,2,0,0,0.028571,0.026667,0.005435,0.004926
S5,quadgrams,HYBRID_3_5,cross_cutting,hedging,multi_word_patterns,1,2,0,0,0.028571,0.026667,0.005435,0.004926
S5,quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,10,21,0,0,0.285714,0.280000,0.054348,0.051724
S5,quadgrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,speculative_boundary_marking,2,4,0,0,0.057143,0.053333,0.010870,0.009852
S5,quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,1,2,0,0,0.028571,0.026667,0.005435,0.004926
S5,quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,3,10,0,0,0.085714,0.133333,0.016304,0.024631
S5,quadgrams,HYBRID_3_5,cross_cutting,surfacing,hard_limit_refusal,1,2,0,0,0.028571,0.026667,0.005435,0.004926
S5,quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,decay_and_currency,6,12,0,0,0.171429,0.160000,0.032609,0.029557
S5,quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,robustness_and_resilience,1,2,0,0,0.028571,0.026667,0.005435,0.004926
S5,quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,4,8,0,0,0.114286,0.106667,0.021739,0.019704
S5,quadgrams,HYBRID_3_5,constraint_aligned,truth,fact_vs_interpretation,1,2,0,0,0.028571,0.026667,0.005435,0.004926
S5,quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,9,18,0,0,0.257143,0.240000,0.048913,0.044335
S5,quadgrams,HYBRID_3_5,cross_cutting,warning,main,1,2,0,0,0.028571,0.026667,0.005435,0.004926
S5,quadgrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,multi_word_patterns,1,2,0,0,0.024390,0.023256,0.005435,0.004926
S5,quadgrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,single_word_markers,2,4,0,0,0.048780,0.046512,0.010870,0.009852
S5,quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,main,3,6,0,0,0.073171,0.069767,0.016304,0.014778
S5,quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,exploration_within_bounds,2,4,0,0,0.048780,0.046512,0.010870,0.009852
S5,quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,action_and_execution,1,2,0,0,0.024390,0.023256,0.005435,0.004926
S5,quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,9,18,0,0,0.219512,0.209302,0.048913,0.044335
S5,quadgrams,HYBRID_SEMANTIC,cross_cutting,smoothing,main,1,2,0,0,0.024390,0.023256,0.005435,0.004926
S5,quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,confrontation,3,6,0,0,0.073171,0.069767,0.016304,0.014778
S5,quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,hard_limit_refusal,3,6,0,0,0.073171,0.069767,0.016304,0.014778
S5,quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,decay_and_currency,5,12,0,0,0.121951,0.139535,0.027174,0.029557
S5,quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,robustness_and_resilience,1,2,0,0,0.024390,0.023256,0.005435,0.004926
S5,quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,fact_vs_interpretation,2,4,0,0,0.048780,0.046512,0.010870,0.009852
S5,quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,verification,12,26,0,0,0.292683,0.302326,0.065217,0.064039
S5,quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,main,3,6,0,0,0.073171,0.069767,0.016304,0.014778
S5,trigrams,AC15,cross_cutting,autonomy_sovereignty,single_word_markers,1,2,0,0,0.017241,0.016000,0.003937,0.003497
S5,trigrams,AC15,cross_cutting,conditions,main,1,2,0,0,0.017241,0.016000,0.003937,0.003497
S5,trigrams,AC15,constraint_aligned,imagination_and_possibility,exploration_within_bounds,1,2,0,0,0.017241,0.016000,0.003937,0.003497
S5,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,action_and_execution,10,24,0,0,0.172414,0.192000,0.039370,0.041958
S5,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,13,28,0,0,0.224138,0.224000,0.051181,0.048951
S5,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,friction_and_blockers,1,2,0,0,0.017241,0.016000,0.003937,0.003497
S5,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,1,2,0,0,0.017241,0.016000,0.003937,0.003497
S5,trigrams,AC15,cross_cutting,surfacing,confrontation,4,8,0,0,0.068966,0.064000,0.015748,0.013986
S5,trigrams,AC15,cross_cutting,surfacing,friction_exposed,1,2,0,0,0.017241,0.016000,0.003937,0.003497
S5,trigrams,AC15,cross_cutting,surfacing,tension_exposure,1,2,0,0,0.017241,0.016000,0.003937,0.003497
S5,trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,11,26,2,4,0.189655,0.208000,0.043307,0.045455
S5,trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,2,4,0,0,0.034483,0.032000,0.007874,0.006993
S5,trigrams,AC15,constraint_aligned,truth,fact_vs_interpretation,1,2,0,0,0.017241,0.016000,0.003937,0.003497
S5,trigrams,AC15,constraint_aligned,truth,verification,18,41,0,0,0.310345,0.328000,0.070866,0.071678
S5,trigrams,AC15,cross_cutting,warning,main,2,4,0,0,0.034483,0.032000,0.007874,0.006993
S5,trigrams,AC15P,cross_cutting,conditions,main,4,8,0,0,0.061538,0.050000,0.015748,0.013986
S5,trigrams,AC15P,cross_cutting,hedging,single_word_markers,5,10,0,0,0.076923,0.062500,0.019685,0.017483
S5,trigrams,AC15P,constraint_aligned,imagination_and_possibility,exploration_within_bounds,5,13,0,0,0.076923,0.081250,0.019685,0.022727
S5,trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,3,7,0,0,0.046154,0.043750,0.011811,0.012238
S5,trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,6,13,0,0,0.092308,0.081250,0.023622,0.022727
S5,trigrams,AC15P,cross_cutting,surfacing,confrontation,2,4,0,0,0.030769,0.025000,0.007874,0.006993
S5,trigrams,AC15P,cross_cutting,surfacing,friction_exposed,3,8,0,0,0.046154,0.050000,0.011811,0.013986
S5,trigrams,AC15P,constraint_aligned,temporal_projection,decay_and_currency,11,29,1,2,0.169231,0.181250,0.043307,0.050699
S5,trigrams,AC15P,constraint_aligned,temporal_projection,robustness_and_resilience,7,22,0,0,0.107692,0.137500,0.027559,0.038462
S5,trigrams,AC15P,constraint_aligned,temporal_projection,time_horizons,4,8,0,0,0.061538,0.050000,0.015748,0.013986
S5,trigrams,AC15P,constraint_aligned,truth,fact_vs_interpretation,1,2,0,0,0.015385,0.012500,0.003937,0.003497
S5,trigrams,AC15P,constraint_aligned,truth,verification,20,51,0,0,0.307692,0.318750,0.078740,0.089161
S5,trigrams,AC15P,cross_cutting,warning,main,3,6,0,0,0.046154,0.037500,0.011811,0.010490
S5,trigrams,CONTROL,cross_cutting,autonomy_sovereignty,single_word_markers,1,2,0,0,0.022222,0.018868,0.003937,0.003497
S5,trigrams,CONTROL,cross_cutting,hedging,single_word_markers,5,10,0,0,0.111111,0.094340,0.019685,0.017483
S5,trigrams,CONTROL,constraint_aligned,practical_considerations_and_execution,action_and_execution,2,4,0,0,0.044444,0.037736,0.007874,0.006993
S5,trigrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,8,26,0,0,0.177778,0.245283,0.031496,0.045455
S5,trigrams,CONTROL,cross_cutting,surfacing,confrontation,1,3,0,0,0.022222,0.028302,0.003937,0.005245
S5,trigrams,CONTROL,cross_cutting,surfacing,friction_exposed,4,9,0,0,0.088889,0.084906,0.015748,0.015734
S5,trigrams,CONTROL,cross_cutting,surfacing,tension_exposure,5,11,0,0,0.111111,0.103774,0.019685,0.019231
S5,trigrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,1,2,0,0,0.022222,0.018868,0.003937,0.003497
S5,trigrams,CONTROL,constraint_aligned,temporal_projection,decay_and_currency,6,12,0,0,0.133333,0.113208,0.023622,0.020979
S5,trigrams,CONTROL,constraint_aligned,temporal_projection,robustness_and_resilience,2,4,0,0,0.044444,0.037736,0.007874,0.006993
S5,trigrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,1,2,0,0,0.022222,0.018868,0.003937,0.003497
S5,trigrams,CONTROL,constraint_aligned,truth,verification,17,38,0,0,0.377778,0.358491,0.066929,0.066434
S5,trigrams,HYBRID_3_5,cross_cutting,conditions,main,2,4,0,0,0.055556,0.051948,0.007874,0.006993
S5,trigrams,HYBRID_3_5,cross_cutting,hedging,multi_word_patterns,1,2,0,0,0.027778,0.025974,0.003937,0.003497
S5,trigrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,7,14,0,0,0.194444,0.181818,0.027559,0.024476
S5,trigrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,exploration_within_bounds,1,2,0,0,0.027778,0.025974,0.003937,0.003497
S5,trigrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,speculative_boundary_marking,3,7,0,0,0.083333,0.090909,0.011811,0.012238
S5,trigrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,3,6,0,0,0.083333,0.077922,0.011811,0.010490
S5,trigrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,2,4,0,0,0.055556,0.051948,0.007874,0.006993
S5,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,decay_and_currency,4,8,0,0,0.111111,0.103896,0.015748,0.013986
S5,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,robustness_and_resilience,2,4,0,0,0.055556,0.051948,0.007874,0.006993
S5,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,3,6,0,0,0.083333,0.077922,0.011811,0.010490
