scenario,level,system,expression_group_layer,expression_group,expression_subgroup,row_count,sum_count,scenario_heavy_row_count,scenario_heavy_sum_count,share_of_system_scenario_grouped_rows,share_of_system_scenario_grouped_sum,share_of_scenario_level_grouped_rows,share_of_scenario_level_grouped_sum
S5,trigrams,HYBRID_3_5,constraint_aligned,truth,verification,11,26,0,0,0.305556,0.337662,0.043307,0.045455
S5,trigrams,HYBRID_3_5,cross_cutting,warning,main,2,4,0,0,0.055556,0.051948,0.007874,0.006993
S5,trigrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,multi_word_patterns,1,2,0,0,0.020000,0.019231,0.003937,0.003497
S5,trigrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,single_word_markers,6,12,0,0,0.120000,0.115385,0.023622,0.020979
S5,trigrams,HYBRID_SEMANTIC,cross_cutting,conditions,main,3,6,0,0,0.060000,0.057692,0.011811,0.010490
S5,trigrams,HYBRID_SEMANTIC,cross_cutting,hedging,multi_word_patterns,1,2,0,0,0.020000,0.019231,0.003937,0.003497
S5,trigrams,HYBRID_SEMANTIC,cross_cutting,hedging,single_word_markers,1,2,0,0,0.020000,0.019231,0.003937,0.003497
S5,trigrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,exploration_within_bounds,2,4,0,0,0.040000,0.038462,0.007874,0.006993
S5,trigrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,speculative_boundary_marking,1,2,0,0,0.020000,0.019231,0.003937,0.003497
S5,trigrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,action_and_execution,1,2,0,0,0.020000,0.019231,0.003937,0.003497
S5,trigrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,6,12,0,0,0.120000,0.115385,0.023622,0.020979
S5,trigrams,HYBRID_SEMANTIC,cross_cutting,smoothing,main,3,6,0,0,0.060000,0.057692,0.011811,0.010490
S5,trigrams,HYBRID_SEMANTIC,cross_cutting,surfacing,confrontation,3,6,0,0,0.060000,0.057692,0.011811,0.010490
S5,trigrams,HYBRID_SEMANTIC,cross_cutting,surfacing,hard_limit_refusal,1,2,0,0,0.020000,0.019231,0.003937,0.003497
S5,trigrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,decay_and_currency,8,18,0,0,0.160000,0.173077,0.031496,0.031469
S5,trigrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,robustness_and_resilience,1,2,0,0,0.020000,0.019231,0.003937,0.003497
S5,trigrams,HYBRID_SEMANTIC,constraint_aligned,truth,fact_vs_interpretation,2,4,0,0,0.040000,0.038462,0.007874,0.006993
S5,trigrams,HYBRID_SEMANTIC,constraint_aligned,truth,verification,15,32,0,0,0.300000,0.307692,0.059055,0.055944
S5,trigrams,HYBRID_SEMANTIC,cross_cutting,warning,main,3,6,0,0,0.060000,0.057692,0.011811,0.010490
S7,quadgrams,AC15,cross_cutting,autonomy_sovereignty,single_word_markers,1,2,0,0,0.023810,0.023256,0.005682,0.005236
S7,quadgrams,AC15,cross_cutting,conditions,main,2,4,0,0,0.047619,0.046512,0.011364,0.010471
S7,quadgrams,AC15,cross_cutting,hedging,multi_word_patterns,3,6,0,0,0.071429,0.069767,0.017045,0.015707
S7,quadgrams,AC15,cross_cutting,hedging,single_word_markers,5,10,0,0,0.119048,0.116279,0.028409,0.026178
S7,quadgrams,AC15,constraint_aligned,imagination_and_possibility,tension_as_fuel,1,2,0,0,0.023810,0.023256,0.005682,0.005236
S7,quadgrams,AC15,constraint_aligned,practical_considerations_and_execution,action_and_execution,10,20,1,2,0.238095,0.232558,0.056818,0.052356
S7,quadgrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,1,2,0,0,0.023810,0.023256,0.005682,0.005236
S7,quadgrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,3,6,0,0,0.071429,0.069767,0.017045,0.015707
S7,quadgrams,AC15,cross_cutting,smoothing,main,8,17,0,0,0.190476,0.197674,0.045455,0.044503
S7,quadgrams,AC15,cross_cutting,surfacing,confrontation,1,2,0,0,0.023810,0.023256,0.005682,0.005236
S7,quadgrams,AC15,constraint_aligned,temporal_projection,change_and_rate,1,2,0,0,0.023810,0.023256,0.005682,0.005236
S7,quadgrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,2,4,1,2,0.047619,0.046512,0.011364,0.010471
S7,quadgrams,AC15,constraint_aligned,temporal_projection,time_horizons,6,13,0,0,0.142857,0.151163,0.034091,0.034031
S7,quadgrams,AC15,constraint_aligned,truth,plain_statement,2,4,0,0,0.047619,0.046512,0.011364,0.010471
S7,quadgrams,AC15,cross_cutting,warning,main,4,8,0,0,0.095238,0.093023,0.022727,0.020942
S7,quadgrams,AC15P,cross_cutting,conditions,main,5,12,0,0,0.116279,0.122449,0.028409,0.031414
S7,quadgrams,AC15P,cross_cutting,hedging,single_word_markers,7,20,0,0,0.162791,0.204082,0.039773,0.052356
S7,quadgrams,AC15P,constraint_aligned,imagination_and_possibility,tension_as_fuel,2,4,0,0,0.046512,0.040816,0.011364,0.010471
S7,quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,11,25,0,0,0.255814,0.255102,0.062500,0.065445
S7,quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,1,2,0,0,0.023256,0.020408,0.005682,0.005236
S7,quadgrams,AC15P,cross_cutting,surfacing,confrontation,4,8,0,0,0.093023,0.081633,0.022727,0.020942
S7,quadgrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,1,2,0,0,0.023256,0.020408,0.005682,0.005236
S7,quadgrams,AC15P,constraint_aligned,temporal_projection,change_and_rate,6,12,0,0,0.139535,0.122449,0.034091,0.031414
S7,quadgrams,AC15P,constraint_aligned,temporal_projection,decay_and_currency,1,2,0,0,0.023256,0.020408,0.005682,0.005236
S7,quadgrams,AC15P,constraint_aligned,temporal_projection,time_horizons,4,9,0,0,0.093023,0.091837,0.022727,0.023560
S7,quadgrams,AC15P,constraint_aligned,truth,plain_statement,2,4,0,0,0.046512,0.040816,0.011364,0.010471
S7,quadgrams,AC15P,cross_cutting,warning,main,1,2,0,0,0.023256,0.020408,0.005682,0.005236
S7,quadgrams,CONTROL,cross_cutting,autonomy_sovereignty,single_word_markers,1,2,0,0,0.040000,0.039216,0.005682,0.005236
S7,quadgrams,CONTROL,cross_cutting,conditions,main,3,6,0,0,0.120000,0.117647,0.017045,0.015707
S7,quadgrams,CONTROL,cross_cutting,hedging,single_word_markers,5,10,0,0,0.200000,0.196078,0.028409,0.026178
S7,quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,action_and_execution,5,10,0,0,0.200000,0.196078,0.028409,0.026178
S7,quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,1,2,0,0,0.040000,0.039216,0.005682,0.005236
S7,quadgrams,CONTROL,cross_cutting,surfacing,confrontation,3,7,0,0,0.120000,0.137255,0.017045,0.018325
S7,quadgrams,CONTROL,cross_cutting,surfacing,friction_exposed,1,2,0,0,0.040000,0.039216,0.005682,0.005236
S7,quadgrams,CONTROL,cross_cutting,surfacing,tension_exposure,1,2,0,0,0.040000,0.039216,0.005682,0.005236
S7,quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,5,10,0,0,0.200000,0.196078,0.028409,0.026178
S7,quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,1,2,0,0,0.040000,0.039216,0.005682,0.005236
S7,quadgrams,CONTROL,cross_cutting,warning,main,1,2,0,0,0.040000,0.039216,0.005682,0.005236
S7,quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,2,4,0,0,0.071429,0.062500,0.011364,0.010471
S7,quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,8,24,0,0,0.285714,0.375000,0.045455,0.062827
S7,quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,4,8,0,0,0.142857,0.125000,0.022727,0.020942
S7,quadgrams,HYBRID_3_5,cross_cutting,surfacing,friction_exposed,2,4,0,0,0.071429,0.062500,0.011364,0.010471
S7,quadgrams,HYBRID_3_5,cross_cutting,surfacing,hard_limit_refusal,1,2,0,0,0.035714,0.031250,0.005682,0.005236
S7,quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,3,6,0,0,0.107143,0.093750,0.017045,0.015707
S7,quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,3,6,0,0,0.107143,0.093750,0.017045,0.015707
S7,quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,1,2,0,0,0.035714,0.031250,0.005682,0.005236
S7,quadgrams,HYBRID_3_5,cross_cutting,warning,main,7,14,0,0,0.250000,0.218750,0.039773,0.036649
S7,quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,main,11,23,0,0,0.289474,0.277108,0.062500,0.060209
S7,quadgrams,HYBRID_SEMANTIC,cross_cutting,hedging,single_word_markers,1,8,0,0,0.026316,0.096386,0.005682,0.020942
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,exploration_within_bounds,3,6,0,0,0.078947,0.072289,0.017045,0.015707
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,tension_as_fuel,2,4,0,0,0.052632,0.048193,0.011364,0.010471
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,action_and_execution,6,12,0,0,0.157895,0.144578,0.034091,0.031414
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,6,12,0,0,0.157895,0.144578,0.034091,0.031414
S7,quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,confrontation,6,12,0,0,0.157895,0.144578,0.034091,0.031414
S7,quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,tension_exposure,1,2,0,0,0.026316,0.024096,0.005682,0.005236
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,change_and_rate,1,2,0,0,0.026316,0.024096,0.005682,0.005236
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,decay_and_currency,1,2,0,0,0.026316,0.024096,0.005682,0.005236
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,time_horizons,2,4,0,0,0.052632,0.048193,0.011364,0.010471
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,verification,5,10,0,0,0.131579,0.120482,0.028409,0.026178
S7,quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,main,2,4,0,0,0.052632,0.048193,0.011364,0.010471
S7,trigrams,AC15,cross_cutting,autonomy_sovereignty,single_word_markers,2,4,0,0,0.039216,0.036697,0.008850,0.008299
S7,trigrams,AC15,cross_cutting,conditions,main,2,4,0,0,0.039216,0.036697,0.008850,0.008299
S7,trigrams,AC15,cross_cutting,hedging,multi_word_patterns,4,8,0,0,0.078431,0.073394,0.017699,0.016598
S7,trigrams,AC15,cross_cutting,hedging,single_word_markers,6,12,0,0,0.117647,0.110092,0.026549,0.024896
S7,trigrams,AC15,constraint_aligned,imagination_and_possibility,path_toward_feasibility,3,7,0,0,0.058824,0.064220,0.013274,0.014523
S7,trigrams,AC15,constraint_aligned,imagination_and_possibility,tension_as_fuel,1,2,0,0,0.019608,0.018349,0.004425,0.004149
S7,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,action_and_execution,13,27,0,0,0.254902,0.247706,0.057522,0.056017
S7,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,1,2,0,0,0.019608,0.018349,0.004425,0.004149
S7,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,3,6,0,0,0.058824,0.055046,0.013274,0.012448
S7,trigrams,AC15,cross_cutting,smoothing,main,8,19,0,0,0.156863,0.174312,0.035398,0.039419
S7,trigrams,AC15,cross_cutting,surfacing,confrontation,2,4,0,0,0.039216,0.036697,0.008850,0.008299
S7,trigrams,AC15,constraint_aligned,temporal_projection,change_and_rate,2,4,0,0,0.039216,0.036697,0.008850,0.008299
S7,trigrams,AC15,constraint_aligned,temporal_projection,decay_and_currency,3,7,1,2,0.058824,0.064220,0.013274,0.014523
S7,trigrams,AC15,constraint_aligned,temporal_projection,past_present_future,3,7,0,0,0.058824,0.064220,0.013274,0.014523
S7,trigrams,AC15,constraint_aligned,temporal_projection,robustness_and_resilience,1,2,0,0,0.019608,0.018349,0.004425,0.004149
S7,trigrams,AC15,constraint_aligned,temporal_projection,time_horizons,1,2,0,0,0.019608,0.018349,0.004425,0.004149
S7,trigrams,AC15,constraint_aligned,truth,plain_statement,1,2,0,0,0.019608,0.018349,0.004425,0.004149
S7,trigrams,AC15,constraint_aligned,truth,verification,1,2,0,0,0.019608,0.018349,0.004425,0.004149
S7,trigrams,AC15,cross_cutting,warning,main,3,6,0,0,0.058824,0.055046,0.013274,0.012448
S7,trigrams,AC15P,cross_cutting,conditions,main,2,5,0,0,0.034483,0.040984,0.008850,0.010373
S7,trigrams,AC15P,cross_cutting,hedging,single_word_markers,9,18,0,0,0.155172,0.147541,0.039823,0.037344
S7,trigrams,AC15P,constraint_aligned,imagination_and_possibility,path_toward_feasibility,1,2,0,0,0.017241,0.016393,0.004425,0.004149
S7,trigrams,AC15P,constraint_aligned,imagination_and_possibility,tension_as_fuel,2,4,0,0,0.034483,0.032787,0.008850,0.008299
S7,trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,action_and_execution,18,41,0,0,0.310345,0.336066,0.079646,0.085062
S7,trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,4,8,0,0,0.068966,0.065574,0.017699,0.016598
S7,trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,4,8,0,0,0.068966,0.065574,0.017699,0.016598
S7,trigrams,AC15P,cross_cutting,surfacing,confrontation,2,4,0,0,0.034483,0.032787,0.008850,0.008299
S7,trigrams,AC15P,cross_cutting,surfacing,friction_exposed,1,2,0,0,0.017241,0.016393,0.004425,0.004149
S7,trigrams,AC15P,cross_cutting,surfacing,hard_limit_refusal,1,2,0,0,0.017241,0.016393,0.004425,0.004149
S7,trigrams,AC15P,constraint_aligned,temporal_projection,change_and_rate,4,8,0,0,0.068966,0.065574,0.017699,0.016598
S7,trigrams,AC15P,constraint_aligned,temporal_projection,decay_and_currency,2,4,0,0,0.034483,0.032787,0.008850,0.008299
S7,trigrams,AC15P,constraint_aligned,temporal_projection,time_horizons,5,10,0,0,0.086207,0.081967,0.022124,0.020747
S7,trigrams,AC15P,constraint_aligned,truth,plain_statement,3,6,0,0,0.051724,0.049180,0.013274,0.012448
S7,trigrams,AC15P,cross_cutting,warning,main,3,6,0,0,0.051724,0.049180,0.013274,0.012448
S7,trigrams,CONTROL,cross_cutting,autonomy_sovereignty,single_word_markers,1,2,0,0,0.037037,0.035088,0.004425,0.004149
S7,trigrams,CONTROL,cross_cutting,conditions,main,2,5,0,0,0.074074,0.087719,0.008850,0.010373
S7,trigrams,CONTROL,cross_cutting,hedging,single_word_markers,4,8,0,0,0.148148,0.140351,0.017699,0.016598
S7,trigrams,CONTROL,constraint_aligned,practical_considerations_and_execution,action_and_execution,5,10,0,0,0.185185,0.175439,0.022124,0.020747
S7,trigrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,1,2,0,0,0.037037,0.035088,0.004425,0.004149
S7,trigrams,CONTROL,cross_cutting,surfacing,confrontation,2,5,0,0,0.074074,0.087719,0.008850,0.010373
S7,trigrams,CONTROL,cross_cutting,surfacing,friction_exposed,1,2,0,0,0.037037,0.035088,0.004425,0.004149
S7,trigrams,CONTROL,cross_cutting,surfacing,tension_exposure,1,2,0,0,0.037037,0.035088,0.004425,0.004149
S7,trigrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,4,9,0,0,0.148148,0.157895,0.017699,0.018672
S7,trigrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,1,2,0,0,0.037037,0.035088,0.004425,0.004149
S7,trigrams,CONTROL,constraint_aligned,truth,plain_statement,1,2,0,0,0.037037,0.035088,0.004425,0.004149
S7,trigrams,CONTROL,constraint_aligned,truth,verification,3,6,0,0,0.111111,0.105263,0.013274,0.012448
S7,trigrams,CONTROL,cross_cutting,warning,main,2,4,0,0,0.074074,0.070175,0.008850,0.008299
S7,trigrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,3,6,0,0,0.071429,0.066667,0.013274,0.012448
S7,trigrams,HYBRID_3_5,cross_cutting,conditions,main,2,4,0,0,0.047619,0.044444,0.008850,0.008299
S7,trigrams,HYBRID_3_5,cross_cutting,hedging,multi_word_patterns,1,2,0,0,0.023810,0.022222,0.004425,0.004149
S7,trigrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,8,20,0,0,0.190476,0.222222,0.035398,0.041494
S7,trigrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,6,13,0,0,0.142857,0.144444,0.026549,0.026971
S7,trigrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,2,4,0,0,0.047619,0.044444,0.008850,0.008299
S7,trigrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,4,8,0,0,0.095238,0.088889,0.017699,0.016598
S7,trigrams,HYBRID_3_5,cross_cutting,surfacing,friction_exposed,3,6,0,0,0.071429,0.066667,0.013274,0.012448
S7,trigrams,HYBRID_3_5,cross_cutting,surfacing,hard_limit_refusal,1,2,0,0,0.023810,0.022222,0.004425,0.004149
S7,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,1,2,0,0,0.023810,0.022222,0.004425,0.004149
S7,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,decay_and_currency,1,2,1,2,0.023810,0.022222,0.004425,0.004149
S7,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,past_present_future,1,2,0,0,0.023810,0.022222,0.004425,0.004149
S7,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,3,7,0,0,0.071429,0.077778,0.013274,0.014523
S7,trigrams,HYBRID_3_5,constraint_aligned,truth,verification,2,4,0,0,0.047619,0.044444,0.008850,0.008299
S7,trigrams,HYBRID_3_5,cross_cutting,warning,main,7,14,0,0,0.166667,0.155556,0.030973,0.029046
S7,trigrams,HYBRID_SEMANTIC,cross_cutting,conditions,main,6,12,0,0,0.125000,0.115385,0.026549,0.024896
S7,trigrams,HYBRID_SEMANTIC,cross_cutting,hedging,multi_word_patterns,1,2,0,0,0.020833,0.019231,0.004425,0.004149
S7,trigrams,HYBRID_SEMANTIC,cross_cutting,hedging,single_word_markers,4,15,0,0,0.083333,0.144231,0.017699,0.031120
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,exploration_within_bounds,2,4,0,0,0.041667,0.038462,0.008850,0.008299
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,tension_as_fuel,1,2,0,0,0.020833,0.019231,0.004425,0.004149
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,action_and_execution,7,14,0,0,0.145833,0.134615,0.030973,0.029046
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,1,2,0,0,0.020833,0.019231,0.004425,0.004149
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,friction_and_blockers,1,2,0,0,0.020833,0.019231,0.004425,0.004149
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,6,12,0,0,0.125000,0.115385,0.026549,0.024896
S7,trigrams,HYBRID_SEMANTIC,cross_cutting,surfacing,confrontation,5,11,0,0,0.104167,0.105769,0.022124,0.022822
S7,trigrams,HYBRID_SEMANTIC,cross_cutting,surfacing,tension_exposure,4,8,0,0,0.083333,0.076923,0.017699,0.016598
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,change_and_rate,1,2,0,0,0.020833,0.019231,0.004425,0.004149
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,past_present_future,1,2,0,0,0.020833,0.019231,0.004425,0.004149
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,time_horizons,2,4,0,0,0.041667,0.038462,0.008850,0.008299
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,truth,verification,7,14,0,0,0.145833,0.134615,0.030973,0.029046
S7,trigrams,HYBRID_SEMANTIC,cross_cutting,warning,main,7,14,0,0,0.145833,0.134615,0.030973,0.029046
