scenario,level,system,expression_group_layer,expression_group,row_count,sum_count,scenario_heavy_row_count,scenario_heavy_sum_count,share_of_system_scenario_grouped_rows,share_of_system_scenario_grouped_sum,share_of_scenario_level_grouped_rows,share_of_scenario_level_grouped_sum
S5,trigrams,HYBRID_SEMANTIC,constraint_aligned,truth,17,36,0,0,0.340000,0.346154,0.066929,0.062937
S5,trigrams,HYBRID_SEMANTIC,cross_cutting,warning,3,6,0,0,0.060000,0.057692,0.011811,0.010490
S7,quadgrams,AC15,cross_cutting,autonomy_sovereignty,1,2,0,0,0.023810,0.023256,0.005682,0.005236
S7,quadgrams,AC15,cross_cutting,conditions,2,4,0,0,0.047619,0.046512,0.011364,0.010471
S7,quadgrams,AC15,cross_cutting,hedging,5,10,0,0,0.119048,0.116279,0.028409,0.026178
S7,quadgrams,AC15,constraint_aligned,imagination_and_possibility,1,2,0,0,0.023810,0.023256,0.005682,0.005236
S7,quadgrams,AC15,constraint_aligned,practical_considerations_and_execution,14,28,1,2,0.333333,0.325581,0.079545,0.073298
S7,quadgrams,AC15,cross_cutting,smoothing,8,17,0,0,0.190476,0.197674,0.045455,0.044503
S7,quadgrams,AC15,cross_cutting,surfacing,1,2,0,0,0.023810,0.023256,0.005682,0.005236
S7,quadgrams,AC15,constraint_aligned,temporal_projection,9,19,1,2,0.214286,0.220930,0.051136,0.049738
S7,quadgrams,AC15,constraint_aligned,truth,2,4,0,0,0.047619,0.046512,0.011364,0.010471
S7,quadgrams,AC15,cross_cutting,warning,4,8,0,0,0.095238,0.093023,0.022727,0.020942
S7,quadgrams,AC15P,cross_cutting,conditions,5,12,0,0,0.116279,0.122449,0.028409,0.031414
S7,quadgrams,AC15P,cross_cutting,hedging,7,20,0,0,0.162791,0.204082,0.039773,0.052356
S7,quadgrams,AC15P,constraint_aligned,imagination_and_possibility,2,4,0,0,0.046512,0.040816,0.011364,0.010471
S7,quadgrams,AC15P,constraint_aligned,practical_considerations_and_execution,12,27,0,0,0.279070,0.275510,0.068182,0.070681
S7,quadgrams,AC15P,cross_cutting,surfacing,5,10,0,0,0.116279,0.102041,0.028409,0.026178
S7,quadgrams,AC15P,constraint_aligned,temporal_projection,11,23,0,0,0.255814,0.234694,0.062500,0.060209
S7,quadgrams,AC15P,constraint_aligned,truth,2,4,0,0,0.046512,0.040816,0.011364,0.010471
S7,quadgrams,AC15P,cross_cutting,warning,1,2,0,0,0.023256,0.020408,0.005682,0.005236
S7,quadgrams,CONTROL,cross_cutting,autonomy_sovereignty,1,2,0,0,0.040000,0.039216,0.005682,0.005236
S7,quadgrams,CONTROL,cross_cutting,conditions,3,6,0,0,0.120000,0.117647,0.017045,0.015707
S7,quadgrams,CONTROL,cross_cutting,hedging,5,10,0,0,0.200000,0.196078,0.028409,0.026178
S7,quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,6,12,0,0,0.240000,0.235294,0.034091,0.031414
S7,quadgrams,CONTROL,cross_cutting,surfacing,5,11,0,0,0.200000,0.215686,0.028409,0.028796
S7,quadgrams,CONTROL,constraint_aligned,temporal_projection,6,12,0,0,0.240000,0.235294,0.034091,0.031414
S7,quadgrams,CONTROL,cross_cutting,warning,1,2,0,0,0.040000,0.039216,0.005682,0.005236
S7,quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,2,4,0,0,0.071429,0.062500,0.011364,0.010471
S7,quadgrams,HYBRID_3_5,cross_cutting,hedging,8,24,0,0,0.285714,0.375000,0.045455,0.062827
S7,quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,4,8,0,0,0.142857,0.125000,0.022727,0.020942
S7,quadgrams,HYBRID_3_5,cross_cutting,surfacing,3,6,0,0,0.107143,0.093750,0.017045,0.015707
S7,quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,6,12,0,0,0.214286,0.187500,0.034091,0.031414
S7,quadgrams,HYBRID_3_5,constraint_aligned,truth,1,2,0,0,0.035714,0.031250,0.005682,0.005236
S7,quadgrams,HYBRID_3_5,cross_cutting,warning,7,14,0,0,0.250000,0.218750,0.039773,0.036649
S7,quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,11,23,0,0,0.289474,0.277108,0.062500,0.060209
S7,quadgrams,HYBRID_SEMANTIC,cross_cutting,hedging,1,8,0,0,0.026316,0.096386,0.005682,0.020942
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,5,10,0,0,0.131579,0.120482,0.028409,0.026178
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,12,24,0,0,0.315789,0.289157,0.068182,0.062827
S7,quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,7,14,0,0,0.184211,0.168675,0.039773,0.036649
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,4,8,0,0,0.105263,0.096386,0.022727,0.020942
S7,quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,5,10,0,0,0.131579,0.120482,0.028409,0.026178
S7,quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,2,4,0,0,0.052632,0.048193,0.011364,0.010471
S7,trigrams,AC15,cross_cutting,autonomy_sovereignty,2,4,0,0,0.039216,0.036697,0.008850,0.008299
S7,trigrams,AC15,cross_cutting,conditions,2,4,0,0,0.039216,0.036697,0.008850,0.008299
S7,trigrams,AC15,cross_cutting,hedging,6,12,0,0,0.117647,0.110092,0.026549,0.024896
S7,trigrams,AC15,constraint_aligned,imagination_and_possibility,4,9,0,0,0.078431,0.082569,0.017699,0.018672
S7,trigrams,AC15,constraint_aligned,practical_considerations_and_execution,17,35,0,0,0.333333,0.321101,0.075221,0.072614
S7,trigrams,AC15,cross_cutting,smoothing,8,19,0,0,0.156863,0.174312,0.035398,0.039419
S7,trigrams,AC15,cross_cutting,surfacing,2,4,0,0,0.039216,0.036697,0.008850,0.008299
S7,trigrams,AC15,constraint_aligned,temporal_projection,10,22,1,2,0.196078,0.201835,0.044248,0.045643
S7,trigrams,AC15,constraint_aligned,truth,2,4,0,0,0.039216,0.036697,0.008850,0.008299
S7,trigrams,AC15,cross_cutting,warning,3,6,0,0,0.058824,0.055046,0.013274,0.012448
S7,trigrams,AC15P,cross_cutting,conditions,2,5,0,0,0.034483,0.040984,0.008850,0.010373
S7,trigrams,AC15P,cross_cutting,hedging,9,18,0,0,0.155172,0.147541,0.039823,0.037344
S7,trigrams,AC15P,constraint_aligned,imagination_and_possibility,3,6,0,0,0.051724,0.049180,0.013274,0.012448
S7,trigrams,AC15P,constraint_aligned,practical_considerations_and_execution,25,55,0,0,0.431034,0.450820,0.110619,0.114108
S7,trigrams,AC15P,cross_cutting,surfacing,4,8,0,0,0.068966,0.065574,0.017699,0.016598
S7,trigrams,AC15P,constraint_aligned,temporal_projection,11,22,0,0,0.189655,0.180328,0.048673,0.045643
S7,trigrams,AC15P,constraint_aligned,truth,3,6,0,0,0.051724,0.049180,0.013274,0.012448
S7,trigrams,AC15P,cross_cutting,warning,3,6,0,0,0.051724,0.049180,0.013274,0.012448
S7,trigrams,CONTROL,cross_cutting,autonomy_sovereignty,1,2,0,0,0.037037,0.035088,0.004425,0.004149
S7,trigrams,CONTROL,cross_cutting,conditions,2,5,0,0,0.074074,0.087719,0.008850,0.010373
S7,trigrams,CONTROL,cross_cutting,hedging,4,8,0,0,0.148148,0.140351,0.017699,0.016598
S7,trigrams,CONTROL,constraint_aligned,practical_considerations_and_execution,6,12,0,0,0.222222,0.210526,0.026549,0.024896
S7,trigrams,CONTROL,cross_cutting,surfacing,4,9,0,0,0.148148,0.157895,0.017699,0.018672
S7,trigrams,CONTROL,constraint_aligned,temporal_projection,5,11,0,0,0.185185,0.192982,0.022124,0.022822
S7,trigrams,CONTROL,constraint_aligned,truth,4,8,0,0,0.148148,0.140351,0.017699,0.016598
S7,trigrams,CONTROL,cross_cutting,warning,2,4,0,0,0.074074,0.070175,0.008850,0.008299
S7,trigrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,3,6,0,0,0.071429,0.066667,0.013274,0.012448
S7,trigrams,HYBRID_3_5,cross_cutting,conditions,2,4,0,0,0.047619,0.044444,0.008850,0.008299
S7,trigrams,HYBRID_3_5,cross_cutting,hedging,8,20,0,0,0.190476,0.222222,0.035398,0.041494
S7,trigrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,12,25,0,0,0.285714,0.277778,0.053097,0.051867
S7,trigrams,HYBRID_3_5,cross_cutting,surfacing,4,8,0,0,0.095238,0.088889,0.017699,0.016598
S7,trigrams,HYBRID_3_5,constraint_aligned,temporal_projection,6,13,1,2,0.142857,0.144444,0.026549,0.026971
S7,trigrams,HYBRID_3_5,constraint_aligned,truth,2,4,0,0,0.047619,0.044444,0.008850,0.008299
S7,trigrams,HYBRID_3_5,cross_cutting,warning,7,14,0,0,0.166667,0.155556,0.030973,0.029046
S7,trigrams,HYBRID_SEMANTIC,cross_cutting,conditions,6,12,0,0,0.125000,0.115385,0.026549,0.024896
S7,trigrams,HYBRID_SEMANTIC,cross_cutting,hedging,4,15,0,0,0.083333,0.144231,0.017699,0.031120
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,3,6,0,0,0.062500,0.057692,0.013274,0.012448
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,15,30,0,0,0.312500,0.288462,0.066372,0.062241
S7,trigrams,HYBRID_SEMANTIC,cross_cutting,surfacing,9,19,0,0,0.187500,0.182692,0.039823,0.039419
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,4,8,0,0,0.083333,0.076923,0.017699,0.016598
S7,trigrams,HYBRID_SEMANTIC,constraint_aligned,truth,7,14,0,0,0.145833,0.134615,0.030973,0.029046
S7,trigrams,HYBRID_SEMANTIC,cross_cutting,warning,7,14,0,0,0.145833,0.134615,0.030973,0.029046
