word,total_count,leader_system,leader_count,leader_share,others_avg_share,ratio,CONTROL,AC15,AC15P,HYBRID_3_5,HYBRID_SEMANTIC
single,15,AC15,8,0.002768166089965398,0.0005443904012026442,5.084891437927786,0,8,6,1,0
road,9,AC15,5,0.0017301038062283738,0.0003418432463849717,5.061102784754134,0,5,2,2,0
show,9,HYBRID_3_5,5,0.001924557351809084,0.00038037654439263945,5.059611009617042,1,0,0,5,3
adrs,23,AC15P,14,0.004182850313713774,0.0008311362697261941,5.032688941720416,0,3,14,5,1
milestone,15,HYBRID_3_5,8,0.003079291762894534,0.0006162692459081215,4.996666283998894,1,1,2,8,3
default,31,HYBRID_SEMANTIC,17,0.006152732537097358,0.001264454286906782,4.865919314607021,3,8,2,1,17
modes,19,HYBRID_3_5,11,0.004234026173979984,0.0008714596949891067,4.858545034642032,8,0,0,11,0
giving,11,AC15P,7,0.002091425156856887,0.00043572984749455336,4.799820734986556,4,0,7,0,0
uses,13,HYBRID_3_5,7,0.0026943802925327174,0.0005626900871363971,4.788391255024179,3,1,2,7,0
think,9,AC15,5,0.0017301038062283738,0.00036337735837339423,4.7611766841306,0,5,1,3,0
pass,9,HYBRID_SEMANTIC,5,0.0018096272167933405,0.00038491147036181676,4.701411509229099,0,0,0,4,5
outcomes,12,AC15P,7,0.002091425156856887,0.0004524068041983351,4.622886166716463,0,0,7,0,5
days,19,AC15P,11,0.0032865252464893933,0.0007144687940535691,4.599956322575199,1,7,11,0,0
sites,10,HYBRID_3_5,5,0.001924557351809084,0.0004234950895194004,4.544462024325124,1,0,3,5,1
accept,10,AC15P,6,0.00179265013444876,0.00039761606464500094,4.508495239117845,1,0,6,3,0
answer,17,CONTROL,8,0.003485838779956427,0.0007783453684703135,4.478524471478729,8,4,2,2,1
named,11,HYBRID_SEMANTIC,6,0.002171552660152009,0.0004850144145302167,4.477295097003183,2,0,1,2,6
longer,9,AC15,5,0.0017301038062283738,0.00038878654693976254,4.450009445662303,2,5,1,1,0
something,15,CONTROL,7,0.0030501089324618735,0.000685775250200295,4.447680098648975,7,2,3,3,0
items,15,AC15,8,0.002768166089965398,0.0006247803424055471,4.4306228958922205,0,8,2,4,1
tests,21,HYBRID_SEMANTIC,11,0.003981179876945349,0.0008997650973696259,4.424688053119569,0,2,2,6,11
portability,16,HYBRID_SEMANTIC,8,0.002895403546869345,0.0006545184609328369,4.423715631706918,0,3,4,1,8
conventions,13,HYBRID_3_5,7,0.0026943802925327174,0.0006127163986456391,4.397434601862185,4,1,0,7,1
model,21,AC15P,12,0.00358530026889752,0.0008168786664779811,4.389024240718326,1,4,12,0,4
minor,12,HYBRID_3_5,6,0.0023094688221709007,0.0005271005598003668,4.381457729898039,0,0,1,6,5
down,15,AC15,8,0.002768166089965398,0.0006344019257342801,4.363426366906785,2,8,3,2,0
root,14,HYBRID_3_5,7,0.0026943802925327174,0.0006175819206400339,4.362790105222614,0,0,1,7,6
capped,29,HYBRID_SEMANTIC,14,0.005066956207021353,0.00116347455800732,4.355021063545657,0,0,13,2,14
module,19,CONTROL,9,0.00392156862745098,0.000903942612230329,4.338293796964785,9,6,0,4,0
recurring,20,HYBRID_3_5,10,0.003849114703618168,0.0008875962515517645,4.336560341358864,1,5,1,10,3
rate,9,AC15P,5,0.0014938751120406335,0.00034602076124567473,4.317299073797431,0,4,5,0,0
flight,17,HYBRID_3_5,8,0.003079291762894534,0.0007156304456029428,4.302907711395827,0,1,6,8,2
insists,10,AC15P,6,0.00179265013444876,0.000417278746460582,4.296049462509832,3,0,6,0,1
priority,14,HYBRID_3_5,7,0.0026943802925327174,0.0006333695258776692,4.254041570438799,0,0,0,7,7
data,36,CONTROL,16,0.006971677559912854,0.00164115749097161,4.248024701020881,16,7,10,3,0
confidence,11,CONTROL,5,0.002178649237472767,0.0005190311418685121,4.197530864197531,5,6,0,0,0
mining,23,AC15P,13,0.003884075291305647,0.0009255938010941094,4.19630650801078,0,2,13,5,3
per,18,HYBRID_SEMANTIC,9,0.003257328990228013,0.0007764579553724166,4.195113164454195,0,7,1,1,9
substitution,12,HYBRID_SEMANTIC,6,0.002171552660152009,0.0005190311418685121,4.1838581252262035,0,6,0,0,6
respectful,9,HYBRID_SEMANTIC,5,0.0018096272167933405,0.00043572984749455336,4.153094462540716,4,0,0,0,5
control,21,AC15,11,0.0038062283737024223,0.0009173390217548555,4.149205782635482,2,11,3,4,1
they,14,CONTROL,6,0.00261437908496732,0.0006369605194726628,4.104460174598819,6,2,5,0,1
best,10,HYBRID_SEMANTIC,5,0.0018096272167933405,0.00044105303097957454,4.102969687736135,1,1,2,1,5
response,19,HYBRID_3_5,9,0.003464203233256351,0.0008443266832424648,4.102918102686017,1,0,5,9,4
just,18,CONTROL,8,0.003485838779956427,0.0008566968733927807,4.068929032215844,8,2,4,4,0
without,46,HYBRID_3_5,22,0.008468052347959968,0.0020872087118283134,4.057118150174012,1,6,5,22,12
base,18,CONTROL,8,0.003485838779956427,0.000859221128906303,4.056975163533895,8,1,3,1,5
incidents,11,AC15P,6,0.00179265013444876,0.0004422486288361289,4.053489411977374,0,4,6,1,0
standard,35,CONTROL,15,0.006535947712418301,0.0016178530427606488,4.039889618939421,15,6,11,1,2
integrated,25,CONTROL,11,0.004793028322440087,0.0011870471062761783,4.037774320073985,11,2,6,4,2
least,23,HYBRID_3_5,11,0.004234026173979984,0.0010490674975484422,4.035990233111261,4,0,7,11,1
active,15,AC15,8,0.002768166089965398,0.0006875112481979733,4.026357528289176,2,8,0,3,2
doc,14,CONTROL,6,0.00261437908496732,0.0006527481247102981,4.0051881974040615,6,2,4,0,2
shielding,18,AC15P,10,0.002987750224081267,0.0007468369137204849,4.00053903227322,0,0,10,4,4
n,11,AC15P,6,0.00179265013444876,0.0004502009698926256,3.98188865491852,0,2,6,1,2
run,9,AC15P,5,0.0014938751120406335,0.00037518879308278124,3.981662404588472,0,1,5,3,0
interference,24,AC15,13,0.004498269896193772,0.0011297796680668085,3.981546157482957,9,13,2,0,0
expect,12,AC15,6,0.0020761245674740486,0.0005254694638606417,3.9509899437746427,1,6,3,2,0
waiver,34,HYBRID_3_5,16,0.006158583525789068,0.0015587954772960338,3.950860530126801,2,7,5,16,4
weeks,13,HYBRID_3_5,6,0.0023094688221709007,0.0005858896332894051,3.9418154733420914,0,4,2,6,1
rev,45,AC15P,24,0.00717060053779504,0.001839036268102012,3.899107734941791,1,20,24,0,0
dates,13,AC15P,7,0.002091425156856887,0.0005389119945097538,3.8808287404318182,0,1,7,0,5
move,25,HYBRID_3_5,12,0.004618937644341801,0.0011974104340784898,3.8574389473200728,5,2,4,12,2
bridge,16,HYBRID_SEMANTIC,8,0.002895403546869345,0.0007551458223173054,3.8342310336621614,3,1,2,2,8
geofence,10,AC15,5,0.0017301038062283738,0.0004550702999946711,3.8018385428551005,1,5,1,0,3
language,13,AC15P,7,0.002091425156856887,0.000552175344233867,3.787610545629668,0,2,7,3,1
hosting,9,AC15P,5,0.0014938751120406335,0.0003948514748983624,3.7833849105544504,2,1,5,0,1
caps,23,CONTROL,10,0.004357298474945534,0.0011525177446215394,3.780677994139146,10,2,1,0,10
finances,20,HYBRID_3_5,9,0.003464203233256351,0.0009163569430481605,3.780408125389502,0,0,5,9,6
fee,14,HYBRID_SEMANTIC,7,0.0025334781035106766,0.0006716225490100353,3.772175468564891,4,1,2,0,7
parents,18,AC15P,10,0.002987750224081267,0.0008081540508306962,3.6970058134463084,5,2,10,0,1
acceptance,53,HYBRID_SEMANTIC,25,0.009048136083966703,0.0024842260803902,3.6422353647239314,5,6,10,7,25
design,10,AC15,5,0.0017301038062283738,0.00047618489682497837,3.633260562785705,3,5,2,0,0
series,15,CONTROL,6,0.00261437908496732,0.0007213769523537299,3.624151113280023,6,1,6,1,1
export,31,HYBRID_3_5,14,0.005388760585065435,0.001497498131218529,3.59850905502002,4,1,7,14,5
happens,12,AC15,6,0.0020761245674740486,0.000578578786324335,3.58831781694504,1,6,0,3,2
care,15,CONTROL,6,0.00261437908496732,0.0007314180508405781,3.5743978179958225,6,1,5,0,3
maintenance,25,HYBRID_3_5,12,0.004618937644341801,0.0012922912887121712,3.574223307614175,8,0,2,12,3
chance,16,HYBRID_3_5,7,0.0026943802925327174,0.0007550409202593522,3.568522208845599,0,3,3,7,3
commitments,18,HYBRID_SEMANTIC,8,0.002895403546869345,0.0008136286494159358,3.5586302780117363,0,2,6,2,8
operations,21,HYBRID_SEMANTIC,10,0.003619254433586681,0.0010205089939526514,3.54651889893545,1,3,1,6,10
priced,19,AC15P,10,0.002987750224081267,0.000843064781310939,3.5439153553958334,0,0,10,5,4
adjustable,13,AC15,6,0.0020761245674740486,0.0005860067101647632,3.5428341202617286,0,6,3,0,4
filters,11,AC15P,6,0.00179265013444876,0.0005077601073002491,3.5305060572407845,3,0,6,0,2
cause,11,HYBRID_3_5,5,0.001924557351809084,0.0005455516608343381,3.527727051303935,1,0,1,5,4
opex,11,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0005148536270078091,3.514838241133519,0,2,2,2,5
team,11,HYBRID_3_5,5,0.001924557351809084,0.0005494107544872285,3.5029480877295454,1,3,0,5,2
see,14,HYBRID_3_5,6,0.0023094688221709007,0.0006607004657667948,3.49548538533355,0,0,4,6,4
want,27,HYBRID_3_5,12,0.004618937644341801,0.0013307380399616906,3.470959351605198,2,8,2,12,3
spares,29,CONTROL,12,0.00522875816993464,0.0015138906130216787,3.453854674148617,12,9,0,2,6
life,37,CONTROL,15,0.006535947712418301,0.001894759157129805,3.449487333429227,15,14,4,4,0
controls,11,AC15,5,0.0017301038062283738,0.0005070183628266704,3.412309953791216,0,5,3,2,1
loiter,14,AC15P,7,0.002091425156856887,0.0006134886732364275,3.4090689006916506,0,5,7,0,2
field,17,CONTROL,7,0.0030501089324618735,0.0008968612673401735,3.4008703949358843,7,2,0,0,8
both,10,AC15P,5,0.0014938751120406335,0.00044047829261359016,3.3914840687759757,0,3,5,0,2
qualification,14,HYBRID_SEMANTIC,6,0.002171552660152009,0.0006406182687930984,3.389776355025178,0,0,6,2,6
make,23,HYBRID_3_5,10,0.003849114703618168,0.0011380809604483275,3.382109742088889,2,3,4,10,4
citations,13,CONTROL,5,0.002178649237472767,0.0006449128605291595,3.378207151405163,5,0,5,0,3
signal,12,AC15P,6,0.00179265013444876,0.0005309596534532571,3.376245488314821,0,3,6,0,3
exposure,11,AC15,5,0.0017301038062283738,0.0005170594613135186,3.346044189643649,0,5,2,1,3
becomes,15,AC15,7,0.002422145328719723,0.0007265143825136721,3.333926191989931,1,7,1,0,6
short,10,AC15P,5,0.0014938751120406335,0.00044843063367008677,3.3313404568602394,0,1,5,0,4
pre,24,AC15P,12,0.00358530026889752,0.00109065184066045,3.2873004337721765,0,6,12,5,1
more,13,AC15,6,0.0020761245674740486,0.0006317384299379441,3.2863673778370375,1,6,2,2,2
will,18,AC15P,9,0.00268897520167314,0.0008248310075344779,3.260031663589879,1,2,9,0,6
operating,32,AC15,15,0.005190311418685121,0.0015998958288255362,3.244155853881602,7,15,5,2,3
after,40,AC15P,20,0.005975500448162534,0.0018479875143584098,3.2335177601224907,1,8,20,9,2
up,19,CONTROL,7,0.0030501089324618735,0.0009551808964388605,3.193226480798976,7,0,9,2,1
stop,22,AC15P,11,0.0032865252464893933,0.0010305500924394995,3.189098007559817,1,3,11,5,2
plus,11,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0005685376878374868,3.1829503223902584,1,0,1,4,5
toward,12,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0005689064301952154,3.180887261499896,1,1,5,0,5
last,20,HYBRID_3_5,9,0.003464203233256351,0.0010928774659988657,3.1698002210066125,7,0,2,9,2
deployments,16,HYBRID_3_5,7,0.0026943802925327174,0.0008538979454212818,3.1553891269798164,3,0,1,7,5
recency,11,HYBRID_3_5,5,0.001924557351809084,0.0006127163986456391,3.141024715615846,4,1,0,5,1
based,13,CONTROL,5,0.002178649237472767,0.0006940460124646044,3.13905591033689,5,1,2,1,4
major,11,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0005833310395510225,3.102230284515928,2,2,0,2,5
did,13,CONTROL,5,0.002178649237472767,0.0007055390259661787,3.0879216560547915,5,1,2,3,2
hours,18,HYBRID_3_5,7,0.0026943802925327174,0.0008728532209881448,3.0868652686902474,0,3,7,7,1
eap,27,AC15P,13,0.003884075291305647,0.0012599033780125494,3.0828358420886457,2,11,13,0,1
briefing,12,HYBRID_3_5,5,0.001924557351809084,0.0006255724080290417,3.0764741652731877,3,0,4,5,0
defined,22,HYBRID_SEMANTIC,10,0.003619254433586681,0.0011823485903893777,3.0610722277723252,6,5,0,1,10
exit,37,CONTROL,14,0.006100217864923747,0.0020035523787206295,3.04470096699895,14,13,2,1,7
integration,20,HYBRID_SEMANTIC,9,0.003257328990228013,0.0010704342115115907,3.0429978369509003,4,4,0,3,9
prem,20,HYBRID_3_5,8,0.003079291762894534,0.0010263679259029952,3.0001831557483474,0,7,2,8,3
use,12,HYBRID_3_5,5,0.001924557351809084,0.0006425556111232314,2.9951607588405076,2,3,1,5,1
behavior,16,CONTROL,6,0.00261437908496732,0.0008731213210460416,2.9942907382391803,6,4,1,0,5
until,35,CONTROL,13,0.005664488017429194,0.0018931058977826242,2.9921664836943096,13,9,5,3,5
own,14,AC15P,7,0.002091425156856887,0.0006992215889570578,2.991076348166547,4,2,7,0,1
does,19,CONTROL,7,0.0030501089324618735,0.0010220733341669342,2.984236874693477,7,7,3,2,0
year,42,HYBRID_SEMANTIC,18,0.006514657980456026,0.00219219181825696,2.9717554486796303,4,4,6,10,18
gates,15,AC15,7,0.002422145328719723,0.0008275994053887672,2.9267122631412636,5,7,0,2,1
expectations,16,AC15,7,0.002422145328719723,0.0008342352636057006,2.9034319626466236,1,7,1,3,4
off,29,HYBRID_SEMANTIC,12,0.004343105320304018,0.001506669077107186,2.8825874150432598,0,0,6,11,12
vendor,18,AC15,8,0.002768166089965398,0.0009616188265133104,2.8786521370451577,3,8,1,3,3
partner,23,HYBRID_3_5,9,0.003464203233256351,0.001206017972850417,2.8724308519787027,1,8,3,9,2
children,34,HYBRID_3_5,14,0.005388760585065435,0.0018794935967334887,2.867134314493522,7,3,3,14,7
like,32,HYBRID_3_5,13,0.0050038491147036184,0.0017506802822186086,2.8582312633134372,6,8,3,13,2
sla,29,AC15,12,0.004152249134948097,0.0014533194204103764,2.8570795082168647,1,12,8,4,4
family,49,AC15,21,0.00726643598615917,0.0025480683165820836,2.8517430003235504,6,21,9,8,5
links,15,HYBRID_SEMANTIC,6,0.002171552660152009,0.0007643440823802724,2.841066883633737,2,2,5,0,6
high,34,AC15,14,0.004844290657439446,0.0017150949549079087,2.8245028903951024,6,14,13,0,1
infrastructure,28,CONTROL,10,0.004357298474945534,0.0015427905448008885,2.824296849387215,10,5,6,5,2
go,27,HYBRID_3_5,11,0.004234026173979984,0.00150440589760101,2.814417425996364,5,1,2,11,8
sign,39,HYBRID_3_5,15,0.005773672055427252,0.002080841345586956,2.774681533348058,3,1,9,15,11
way,13,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0006545184609328369,2.764822269816824,0,3,4,1,5
production,13,AC15P,6,0.00179265013444876,0.0006506090461300307,2.7553415451442724,0,0,6,3,4
hover,32,AC15P,15,0.0044816253361219,0.0016295676432778548,2.750192883743793,5,6,15,4,2
comms,19,AC15,8,0.002768166089965398,0.0010066088018129127,2.749991938258341,1,8,3,7,0
summaries,16,AC15,7,0.002422145328719723,0.0008826304791752177,2.7442348591713257,3,7,1,5,0
logs,16,HYBRID_SEMANTIC,6,0.002171552660152009,0.0007920945374275133,2.7415321751928294,0,2,7,1,6
uptime,26,AC15,11,0.0038062283737024223,0.0013886164421452773,2.741022112500821,1,11,1,5,8
full,17,AC15P,8,0.0023902001792650133,0.0008722319695798951,2.740326269416882,4,4,8,0,1
expected,16,HYBRID_SEMANTIC,6,0.002171552660152009,0.0007941832948578648,2.7343217544517255,0,4,6,0,6
option,25,CONTROL,9,0.00392156862745098,0.0014463110117280637,2.7114283135862043,9,0,3,8,5
landing,29,AC15,12,0.004152249134948097,0.001531837931440438,2.7106321430776945,3,12,5,3,6
incident,83,HYBRID_3_5,32,0.012317167051578136,0.004585556119723413,2.6860792300849807,13,16,13,32,9
exclusions,52,AC15,22,0.007612456747404845,0.0028629028523933934,2.6589993233758573,11,22,6,7,6
contractual,15,HYBRID_SEMANTIC,6,0.002171552660152009,0.0008174374219189103,2.6565368821191875,0,5,0,4,6
vs,57,AC15P,26,0.007768150582611294,0.0029248210579614683,2.655940458807252,7,11,26,6,7
should,23,HYBRID_3_5,9,0.003464203233256351,0.0013088511685405949,2.6467510718724676,4,4,1,9,5
money,47,AC15P,21,0.00627427547057066,0.0023761825780650283,2.6404854275465333,2,12,21,6,6
tied,13,AC15P,6,0.00179265013444876,0.0006825408241456253,2.626436501718005,3,3,6,1,0
about,20,CONTROL,7,0.0030501089324618735,0.001161687846942046,2.625583921266619,7,8,0,3,2
added,17,HYBRID_SEMANTIC,7,0.0025334781035106766,0.0009691356694866364,2.6141624782551784,3,1,1,5,7
policy,15,CONTROL,5,0.002178649237472767,0.0008337108463896321,2.613195266569175,5,2,4,0,4
fees,33,HYBRID_3_5,12,0.004618937644341801,0.001789478264094202,2.581164430449126,0,4,6,12,11
b,63,AC15P,28,0.008365700627427548,0.0032472029668633136,2.5762789430771327,5,16,28,9,5
work,20,AC15,8,0.002768166089965398,0.0010755560506641572,2.5737069567467468,1,8,4,6,1
e,15,CONTROL,5,0.002178649237472767,0.0008469741961137454,2.572273449969641,5,3,4,3,0
brief,48,AC15P,21,0.00627427547057066,0.002443896082727207,2.5673249836257495,0,7,21,5,15
under,39,HYBRID_SEMANTIC,15,0.0054288816503800215,0.0021238306390209544,2.5561744663795944,6,7,9,2,15
controlled,13,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0007132731961970147,2.5370744708223962,2,4,2,0,5
retrieval,13,AC15,5,0.0017301038062283738,0.0006879810845060045,2.514754904156488,0,5,3,2,3
give,11,AC15P,5,0.0014938751120406335,0.0005970298873583063,2.5021781047689617,2,0,5,3,1
exact,17,HYBRID_3_5,6,0.0023094688221709007,0.0009280513008821895,2.4885141801703843,0,5,3,6,3
site,24,HYBRID_SEMANTIC,9,0.003257328990228013,0.0013134364156596882,2.480005085432311,3,4,6,2,9
real,16,AC15P,7,0.002091425156856887,0.0008438408640093781,2.4784592048787575,1,3,7,4,1
emergency,32,AC15P,14,0.004182850313713774,0.001690104889581976,2.4749057525940557,4,6,14,2,6
review,37,HYBRID_3_5,13,0.0050038491147036184,0.0020226285392705014,2.4739338032421663,2,11,9,13,2
most,27,CONTROL,9,0.00392156862745098,0.0016014450296829143,2.448768802403071,9,0,5,9,4
ask,16,AC15P,7,0.002091425156856887,0.0008547751220700235,2.44675482809098,2,2,7,2,3
scope,39,CONTROL,13,0.005664488017429194,0.002316908077260583,2.444847973479661,13,5,5,11,5
even,18,AC15,7,0.002422145328719723,0.0009936638732966122,2.4375902091357444,1,7,2,2,6
chief,14,AC15P,6,0.00179265013444876,0.0007371142364414494,2.4319841427878246,0,1,6,3,4
adr,35,CONTROL,11,0.004793028322440087,0.0019791416437036917,2.421771244967891,11,4,13,5,2
during,28,HYBRID_3_5,10,0.003849114703618168,0.001597010354095889,2.410200218017532,3,6,4,10,5
roads,14,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0007625577632326781,2.373101821325464,0,4,3,2,5
ownership,16,CONTROL,5,0.002178649237472767,0.0009216679517157771,2.363811428418438,5,3,5,3,0
has,19,HYBRID_SEMANTIC,7,0.0025334781035106766,0.0010727754779924633,2.3616107521880503,0,4,2,6,7
retention,22,CONTROL,7,0.0030501089324618735,0.001295723250991645,2.3539817859466203,7,5,3,1,6
day,39,AC15P,16,0.004780400358530027,0.0020333572529733614,2.350988913305661,0,12,16,0,11
areas,14,HYBRID_3_5,5,0.001924557351809084,0.0008196592391496751,2.3479968990597166,2,0,2,5,5
central,19,AC15,7,0.002422145328719723,0.0010324878266873123,2.3459311249131725,1,7,6,4,1
service,42,AC15,17,0.0058823529411764705,0.0025167146931224446,2.3373141807656936,11,17,0,9,5
loss,14,HYBRID_3_5,5,0.001924557351809084,0.0008261818285989015,2.3294597934608254,3,3,2,5,1
support,46,AC15P,20,0.005975500448162534,0.0025738345243392466,2.3216334972803123,9,2,20,11,4
architect,31,AC15P,13,0.003884075291305647,0.0016783945488228916,2.314161049932905,2,4,13,5,7
months,14,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0007837894369383434,2.3088180721880467,2,0,5,2,5
hardware,26,CONTROL,8,0.003485838779956427,0.0015100818405187045,2.308377391492279,8,6,6,0,6
country,24,AC15P,10,0.002987750224081267,0.0012952534146836135,2.3066916405783595,2,5,10,2,5
branch,40,CONTROL,12,0.00522875816993464,0.0022880748414740243,2.285221652350396,12,0,17,4,7
commit,23,CONTROL,7,0.0030501089324618735,0.0013406121323409446,2.275161367617826,7,6,6,2,2
decisions,17,CONTROL,5,0.002178649237472767,0.0009633345818278119,2.2615706718833257,5,3,7,0,2
mode,38,HYBRID_SEMANTIC,13,0.004705030763662686,0.0021007627169354584,2.239677392278872,0,7,11,7,13
customer,14,HYBRID_3_5,5,0.001924557351809084,0.0008657093801306688,2.223098647167938,3,1,0,5,5
dot,43,HYBRID_3_5,15,0.005773672055427252,0.0025992893823797297,2.2212501980603934,10,10,5,15,3
change,20,HYBRID_3_5,7,0.0026943802925327174,0.0012196824824328403,2.209083373205763,3,3,0,7,7
any,31,AC15,11,0.0038062283737024223,0.0017296709793639343,2.2005505203666638,5,11,12,3,0
downtime,34,AC15,12,0.004152249134948097,0.0018887270385894665,2.198437916179284,0,12,9,7,6
envelope,54,AC15,20,0.006920415224913495,0.003169715326883264,2.183292350016252,7,20,7,13,7
long,21,HYBRID_3_5,7,0.0026943802925327174,0.0012442328496502719,2.1654952232534708,2,7,2,7,3
trial,30,HYBRID_3_5,10,0.003849114703618168,0.0017806365715715591,2.161650931509851,4,6,5,10,5
marriage,46,AC15,17,0.0058823529411764705,0.0027223951800444844,2.160727062806639,10,17,8,7,4
penalties,54,AC15P,22,0.006573050492978787,0.003055963464139816,2.150893022809404,7,8,22,11,6
times,19,AC15,7,0.002422145328719723,0.001126793942955009,2.1495902989748634,3,7,2,3,4
reliability,42,HYBRID_3_5,14,0.005388760585065435,0.002540349285708153,2.1212675813449224,10,1,11,14,6
terms,15,HYBRID_3_5,5,0.001924557351809084,0.0009100235231139841,2.1148435209932757,2,4,1,5,3
text,15,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0008587856308231324,2.107193171197848,0,4,3,3,5
models,21,HYBRID_SEMANTIC,7,0.0025334781035106766,0.0012033083559294955,2.105427167547334,3,1,8,2,7
she,55,HYBRID_SEMANTIC,19,0.006876583423814694,0.003273438559278037,2.100721702664655,8,19,5,4,19
repo,45,CONTROL,13,0.005664488017429194,0.0026980610962693413,2.0994661778643877,13,2,16,11,3
case,27,CONTROL,8,0.003485838779956427,0.0016649641929911843,2.0936418900961216,8,1,5,5,8
lock,64,CONTROL,19,0.008278867102396514,0.0039547087283879154,2.0934201912188066,19,2,12,14,17
must,35,HYBRID_SEMANTIC,12,0.004343105320304018,0.002074848510268048,2.093215624567663,6,11,5,1,12
years,21,CONTROL,6,0.00261437908496732,0.0012501307715012775,2.0912844836446363,6,6,6,2,1
controllers,45,CONTROL,13,0.005664488017429194,0.0027182275607001345,2.0838902891449567,13,11,11,7,3
pressure,20,AC15P,8,0.0023902001792650133,0.0011619098258753575,2.057130532883039,3,2,8,5,2
ll,27,HYBRID_SEMANTIC,9,0.003257328990228013,0.0015853541425943712,2.0546380790966485,6,3,9,0,9
structured,15,HYBRID_3_5,5,0.001924557351809084,0.0009469257251819268,2.032426937645327,4,4,1,5,1
safety,46,AC15,16,0.005536332179930796,0.0027306621342011433,2.0274687631944817,5,16,7,6,12
these,15,HYBRID_SEMANTIC,5,0.0018096272167933405,0.0008939174966685361,2.0243783386470047,2,3,3,2,5
than,26,AC15,9,0.0031141868512110727,0.0015560355392251965,2.001359720075374,4,9,5,4,4
cloud,90,HYBRID_3_5,29,0.011162432640492687,0.0055946708217500425,1.9951902437400273,18,9,14,29,20
services,22,CONTROL,6,0.00261437908496732,0.00131919509722788,1.9817986668242655,6,2,8,1,5
g,19,HYBRID_3_5,6,0.0023094688221709007,0.0011670308214597734,1.9789270169249822,4,5,4,6,0
modular,76,HYBRID_3_5,24,0.009237875288683603,0.004677894755461446,1.9747933144281142,18,3,22,24,9
civitas,51,CONTROL,14,0.006100217864923747,0.0031055122633929346,1.9643193610380207,14,5,17,8,7
failover,39,HYBRID_3_5,12,0.004618937644341801,0.0023769868185059277,1.9431902644058698,2,10,4,12,11
where,26,AC15P,10,0.002987750224081267,0.001547474121577855,1.9307271006476407,5,1,10,2,8
week,40,AC15,13,0.004498269896193772,0.002330673229142838,1.93003027620827,2,13,12,7,6
critical,40,AC15,13,0.004498269896193772,0.0023450089193657476,1.9182314655802737,2,13,10,4,11
curated,16,HYBRID_3_5,5,0.001924557351809084,0.0010111207208064838,1.903390279920315,3,2,2,5,4
approval,32,HYBRID_SEMANTIC,10,0.003619254433586681,0.0019020906386957317,1.9027770601239133,2,7,8,5,10
delay,19,HYBRID_SEMANTIC,6,0.002171552660152009,0.0011522374697462378,1.8846398569474219,3,3,5,2,6
corridor,23,HYBRID_3_5,7,0.0026943802925327174,0.0014397875787106869,1.8713734806251792,3,4,3,7,6
time,90,AC15P,33,0.00985957573946818,0.00527183560418939,1.8702358115327102,9,26,33,9,13
safe,61,CONTROL,16,0.006971677559912854,0.0037314152674471934,1.86837354199991,16,4,22,4,15
kids,22,AC15,7,0.002422145328719723,0.0013047239748298078,1.856442723094496,4,7,8,0,3
her,55,AC15P,20,0.005975500448162534,0.0032579198976664487,1.8341459077746531,4,13,20,12,6
council,16,AC15P,6,0.00179265013444876,0.0009774064317509457,1.8340887436533135,3,0,6,3,4
conditions,22,HYBRID_SEMANTIC,7,0.0025334781035106766,0.0013886545884777884,1.824412006075476,4,2,4,5,7
explicit,27,HYBRID_3_5,8,0.003079291762894534,0.0016967948770564762,1.814769601518571,5,5,6,8,3
because,38,HYBRID_3_5,11,0.004234026173979984,0.0023508556764986867,1.801057468694144,4,6,9,11,8
yes,18,AC15,6,0.0020761245674740486,0.0011540745616942189,1.7989518497195107,3,6,1,5,3
haul,23,AC15,7,0.002422145328719723,0.0013601745637743736,1.780760641485948,0,7,7,4,5
docs,22,AC15P,8,0.0023902001792650133,0.0013555771418378756,1.7632343490422153,4,2,8,4,4
project,45,AC15,14,0.004844290657439446,0.002760237054728489,1.7550270362253197,8,14,14,5,4
keep,44,AC15,14,0.004844290657439446,0.0027848038565214473,1.7395446527033125,7,14,7,9,7
home,44,CONTROL,11,0.004793028322440087,0.0027757988729251626,1.7267203215588705,11,7,13,4,9
proprietary,28,HYBRID_SEMANTIC,8,0.002895403546869345,0.0016783781142473654,1.7251199370933945,2,8,9,1,8
contract,24,HYBRID_3_5,7,0.0026943802925327174,0.0015631949710900484,1.7236367454879091,5,5,3,7,4
one,31,HYBRID_SEMANTIC,9,0.003257328990228013,0.0019430701052422254,1.6763826387118188,2,5,7,8,9
memory,84,AC15,26,0.008996539792387544,0.005417688922274758,1.6605862613112368,19,26,14,7,18
pr,26,AC15P,9,0.00268897520167314,0.0016198449659988192,1.6600200995254384,5,7,9,3,2
over,35,AC15P,12,0.00358530026889752,0.0022006295866288635,1.6292156983992152,6,5,12,5,7
no,122,AC15P,41,0.012249775918733195,0.007576087487592426,1.616900007925595,12,21,41,19,29
