scenario,level,system,group,layer,group_rows,group_sum_count,system_total_rows,system_total_sum_count,group_row_share,group_sum_share
S1,trigrams,AC15P,autonomy_sovereignty,B,0,0,267,594,0.0,0.0
S1,trigrams,HYBRID_3_5,truth,A,16,32,272,597,0.058823529411764705,0.05360134003350084
S1,trigrams,HYBRID_3_5,practical_considerations_and_execution,A,5,10,272,597,0.01838235294117647,0.01675041876046901
S1,trigrams,HYBRID_3_5,temporal_projection,A,14,35,272,597,0.051470588235294115,0.05862646566164154
S1,trigrams,HYBRID_3_5,imagination_and_possibility,A,1,2,272,597,0.003676470588235294,0.0033500837520938024
S1,trigrams,HYBRID_3_5,surfacing,B,8,19,272,597,0.029411764705882353,0.031825795644891124
S1,trigrams,HYBRID_3_5,smoothing,B,0,0,272,597,0.0,0.0
S1,trigrams,HYBRID_3_5,hedging,B,1,2,272,597,0.003676470588235294,0.0033500837520938024
S1,trigrams,HYBRID_3_5,warning,B,6,13,272,597,0.022058823529411766,0.021775544388609715
S1,trigrams,HYBRID_3_5,conditions,B,1,2,272,597,0.003676470588235294,0.0033500837520938024
S1,trigrams,HYBRID_3_5,autonomy_sovereignty,B,3,6,272,597,0.011029411764705883,0.010050251256281407
S1,trigrams,HYBRID_SEMANTIC,truth,A,15,37,283,630,0.053003533568904596,0.05873015873015873
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,A,16,34,283,630,0.05653710247349823,0.05396825396825397
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,A,18,41,283,630,0.0636042402826855,0.06507936507936508
S1,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,A,8,16,283,630,0.028268551236749116,0.025396825396825397
S1,trigrams,HYBRID_SEMANTIC,surfacing,B,4,12,283,630,0.014134275618374558,0.01904761904761905
S1,trigrams,HYBRID_SEMANTIC,smoothing,B,0,0,283,630,0.0,0.0
S1,trigrams,HYBRID_SEMANTIC,hedging,B,1,2,283,630,0.0035335689045936395,0.0031746031746031746
S1,trigrams,HYBRID_SEMANTIC,warning,B,5,10,283,630,0.0176678445229682,0.015873015873015872
S1,trigrams,HYBRID_SEMANTIC,conditions,B,0,0,283,630,0.0,0.0
S1,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,B,1,2,283,630,0.0035335689045936395,0.0031746031746031746
S3,trigrams,CONTROL,truth,A,2,4,179,396,0.0111731843575419,0.010101010101010102
S3,trigrams,CONTROL,practical_considerations_and_execution,A,17,38,179,396,0.09497206703910614,0.09595959595959595
S3,trigrams,CONTROL,temporal_projection,A,5,10,179,396,0.027932960893854747,0.025252525252525252
S3,trigrams,CONTROL,imagination_and_possibility,A,1,2,179,396,0.00558659217877095,0.005050505050505051
S3,trigrams,CONTROL,surfacing,B,7,16,179,396,0.03910614525139665,0.04040404040404041
S3,trigrams,CONTROL,smoothing,B,0,0,179,396,0.0,0.0
S3,trigrams,CONTROL,hedging,B,0,0,179,396,0.0,0.0
S3,trigrams,CONTROL,warning,B,6,12,179,396,0.0335195530726257,0.030303030303030304
S3,trigrams,CONTROL,conditions,B,4,8,179,396,0.0223463687150838,0.020202020202020204
S3,trigrams,CONTROL,autonomy_sovereignty,B,4,13,179,396,0.0223463687150838,0.03282828282828283
S3,trigrams,AC15,truth,A,6,12,283,600,0.02120141342756184,0.02
S3,trigrams,AC15,practical_considerations_and_execution,A,20,40,283,600,0.0706713780918728,0.06666666666666667
S3,trigrams,AC15,temporal_projection,A,10,20,283,600,0.0353356890459364,0.03333333333333333
S3,trigrams,AC15,imagination_and_possibility,A,2,4,283,600,0.007067137809187279,0.006666666666666667
S3,trigrams,AC15,surfacing,B,2,4,283,600,0.007067137809187279,0.006666666666666667
S3,trigrams,AC15,smoothing,B,0,0,283,600,0.0,0.0
S3,trigrams,AC15,hedging,B,3,6,283,600,0.01060070671378092,0.01
S3,trigrams,AC15,warning,B,0,0,283,600,0.0,0.0
S3,trigrams,AC15,conditions,B,1,2,283,600,0.0035335689045936395,0.0033333333333333335
S3,trigrams,AC15,autonomy_sovereignty,B,1,2,283,600,0.0035335689045936395,0.0033333333333333335
S3,trigrams,AC15P,truth,A,4,8,300,672,0.013333333333333334,0.011904761904761904
S3,trigrams,AC15P,practical_considerations_and_execution,A,31,66,300,672,0.10333333333333333,0.09821428571428571
S3,trigrams,AC15P,temporal_projection,A,15,35,300,672,0.05,0.052083333333333336
S3,trigrams,AC15P,imagination_and_possibility,A,8,16,300,672,0.02666666666666667,0.023809523809523808
S3,trigrams,AC15P,surfacing,B,6,12,300,672,0.02,0.017857142857142856
S3,trigrams,AC15P,smoothing,B,3,6,300,672,0.01,0.008928571428571428
S3,trigrams,AC15P,hedging,B,6,13,300,672,0.02,0.019345238095238096
S3,trigrams,AC15P,warning,B,4,10,300,672,0.013333333333333334,0.01488095238095238
S3,trigrams,AC15P,conditions,B,3,7,300,672,0.01,0.010416666666666666
S3,trigrams,AC15P,autonomy_sovereignty,B,1,2,300,672,0.0033333333333333335,0.002976190476190476
S3,trigrams,HYBRID_3_5,truth,A,7,14,221,499,0.03167420814479638,0.028056112224448898
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,A,29,60,221,499,0.13122171945701358,0.12024048096192384
S3,trigrams,HYBRID_3_5,temporal_projection,A,9,20,221,499,0.04072398190045249,0.04008016032064128
S3,trigrams,HYBRID_3_5,imagination_and_possibility,A,1,2,221,499,0.004524886877828055,0.004008016032064128
S3,trigrams,HYBRID_3_5,surfacing,B,6,13,221,499,0.027149321266968326,0.026052104208416832
S3,trigrams,HYBRID_3_5,smoothing,B,0,0,221,499,0.0,0.0
S3,trigrams,HYBRID_3_5,hedging,B,2,4,221,499,0.00904977375565611,0.008016032064128256
S3,trigrams,HYBRID_3_5,warning,B,4,11,221,499,0.01809954751131222,0.022044088176352707
S3,trigrams,HYBRID_3_5,conditions,B,0,0,221,499,0.0,0.0
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,B,8,34,221,499,0.03619909502262444,0.06813627254509018
S3,trigrams,HYBRID_SEMANTIC,truth,A,1,2,269,595,0.0037174721189591076,0.0033613445378151263
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,A,27,62,269,595,0.10037174721189591,0.10420168067226891
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,A,11,26,269,595,0.040892193308550186,0.043697478991596636
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,A,16,43,269,595,0.05947955390334572,0.07226890756302522
S3,trigrams,HYBRID_SEMANTIC,surfacing,B,5,12,269,595,0.01858736059479554,0.020168067226890758
S3,trigrams,HYBRID_SEMANTIC,smoothing,B,1,2,269,595,0.0037174721189591076,0.0033613445378151263
S3,trigrams,HYBRID_SEMANTIC,hedging,B,1,2,269,595,0.0037174721189591076,0.0033613445378151263
S3,trigrams,HYBRID_SEMANTIC,warning,B,4,9,269,595,0.01486988847583643,0.015126050420168067
S3,trigrams,HYBRID_SEMANTIC,conditions,B,2,4,269,595,0.007434944237918215,0.0067226890756302525
S3,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,B,1,2,269,595,0.0037174721189591076,0.0033613445378151263
S5,trigrams,CONTROL,truth,A,17,38,163,361,0.10429447852760736,0.10526315789473684
S5,trigrams,CONTROL,practical_considerations_and_execution,A,7,24,163,361,0.04294478527607362,0.0664819944598338
S5,trigrams,CONTROL,temporal_projection,A,10,20,163,361,0.06134969325153374,0.055401662049861494
S5,trigrams,CONTROL,imagination_and_possibility,A,0,0,163,361,0.0,0.0
S5,trigrams,CONTROL,surfacing,B,10,23,163,361,0.06134969325153374,0.06371191135734072
S5,trigrams,CONTROL,smoothing,B,0,0,163,361,0.0,0.0
S5,trigrams,CONTROL,hedging,B,5,10,163,361,0.03067484662576687,0.027700831024930747
S5,trigrams,CONTROL,warning,B,0,0,163,361,0.0,0.0
S5,trigrams,CONTROL,conditions,B,0,0,163,361,0.0,0.0
S5,trigrams,CONTROL,autonomy_sovereignty,B,1,2,163,361,0.006134969325153374,0.00554016620498615
S5,trigrams,AC15,truth,A,14,30,178,389,0.07865168539325842,0.07712082262210797
S5,trigrams,AC15,practical_considerations_and_execution,A,17,35,178,389,0.09550561797752809,0.08997429305912596
S5,trigrams,AC15,temporal_projection,A,13,30,178,389,0.07303370786516854,0.07712082262210797
S5,trigrams,AC15,imagination_and_possibility,A,1,2,178,389,0.0056179775280898875,0.005141388174807198
S5,trigrams,AC15,surfacing,B,6,12,178,389,0.033707865168539325,0.030848329048843187
S5,trigrams,AC15,smoothing,B,0,0,178,389,0.0,0.0
S5,trigrams,AC15,hedging,B,0,0,178,389,0.0,0.0
S5,trigrams,AC15,warning,B,2,4,178,389,0.011235955056179775,0.010282776349614395
S5,trigrams,AC15,conditions,B,1,2,178,389,0.0056179775280898875,0.005141388174807198
S5,trigrams,AC15,autonomy_sovereignty,B,1,2,178,389,0.0056179775280898875,0.005141388174807198
S5,trigrams,AC15P,truth,A,18,45,207,502,0.08695652173913043,0.08964143426294821
S5,trigrams,AC15P,practical_considerations_and_execution,A,4,9,207,502,0.01932367149758454,0.017928286852589643
S5,trigrams,AC15P,temporal_projection,A,22,59,207,502,0.10628019323671498,0.11752988047808766
S5,trigrams,AC15P,imagination_and_possibility,A,5,13,207,502,0.024154589371980676,0.025896414342629483
S5,trigrams,AC15P,surfacing,B,5,12,207,502,0.024154589371980676,0.02390438247011952
S5,trigrams,AC15P,smoothing,B,0,0,207,502,0.0,0.0
S5,trigrams,AC15P,hedging,B,5,10,207,502,0.024154589371980676,0.0199203187250996
S5,trigrams,AC15P,warning,B,3,6,207,502,0.014492753623188406,0.01195219123505976
S5,trigrams,AC15P,conditions,B,4,8,207,502,0.01932367149758454,0.01593625498007968
S5,trigrams,AC15P,autonomy_sovereignty,B,0,0,207,502,0.0,0.0
S5,trigrams,HYBRID_3_5,truth,A,11,26,164,368,0.06707317073170732,0.07065217391304347
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution,A,3,6,164,368,0.018292682926829267,0.016304347826086956
